post_id,user_id,text,dt,platform,likeCount,new_candidate,new_classification,count
2808845682604119,1299117223576980, QUEM MANDOU MATAR RASMO E E. Dois politicos do PL de oposição ao PT foram executados no Ceará. Mas a imprensa continua fingindo que não aconteceu.  Quem mandou matar?  Via André Fernandes.  ,2024-05-18,Facebook,8,André Fernandes,Against-André Fernandes,11
759620533011075,100068894062881,Dois politicos do PL de oposição ao PT foram executados no Ceará. Mas a imprensa continua fingindo que não aconteceu. Quem mandou matar? Via André Fernandes. QUEM MANDOU MATAR RASMO E E.   ,2024-05-18,Facebook,38,André Fernandes,Against-André Fernandes,104
763762452544566,100067324538256,"➡️ Esse texto não reflete, necessariamente, a opinião do Jornal Jangadeiro. ARENGAS A opção pela estratégia do bateu, levou é coisa antiga na política. A ideia é não deixar acusação sem resposta, com um contra-ataque agressivo. Quando a prática envolve quem está no poder, o mais comum é que essas respostas sejam terceirizadas a um aliado, para preservar a imagem do líder, que não se rebaixa a intrigas, especialmente em períodos eleitorais. Por isso, é de se estranhar a frequência com que o prefeito de Fortaleza, José Sarto (PDT), pré-candidato à reeleição, tem rebatido pessoalmente, nas redes sociais e em entrevistas, os seus principais concorrentes, Capitão Wagner (UB) e Evandro Leitão (PT). A iniciativa, pela distância da campanha, é inusitada, e à luz da lógica, contraproducente. Vejamos: com as discussões, o prefeito ajuda Wagner a comentar temas de interesse da oposição, e de outro lado, contribui para dar visibilidade a Leitão, que ainda é desconhecido de grande parte do eleitorado. Ao antecipar o enfrentamento direto, o prefeito ainda corre o risco de parecer que não tem aliados dispostos a defender sua gestão. Ou então, de reforçar especulações sobre a sua própria disposição de concorrer ao cargo, agindo assim para poupar a imagem de um outro candidato governista. Candidatos à reeleição costumam dizer, como o próprio Sarto fazia até um dia desses, que estão mais preocupados com a gestão, com os problemas da população e com a conclusão das obras em andamento, por aí vai. É que a primeira disputa numa campanha é pela imposição de uma agenda aos adversários. Quem define o assunto a ser debatido, larga na frente. O bateu, levou pode até animar os aliados mais próximos, a bolha que cerca o candidato, mas é atitude meramente reativa, e não propositiva. O imperador Marco Aurélio, nas suas Meditações (livro XII, tópico 17), já ensinava que se não convém, não faças, mas que a iniciativa seja tua. ▫️Wanderley Filho é colunista de política da Jangadeiro BandNews FM 101.7 #JornalJangadeiro #JoseSarto #CapitaoWagner #EvandroLeitao #JJOpinião #JJPolítica.    ",2024-05-18,Facebook,10,José Sarto,Against-José Sarto,10
868807061958288,100064870050781,"Líder do Governo Elmano na Assembleia Legislativa do Ceará, o deputado Estadual Romeu Aldigueri acusa o presidente da Câmara de Fortaleza de estar mal informado #PontoPoder #Sarto #DiáriodoNordeste.  Na avaliação do presidente da Câmara de Fortaleza, o vereador Gardel Rolim (PDT), o prefeito José Sarto (PDT) é perseguido por seus posicionamentos políticos. Entre os indícios dessa suposta perseguição, o parlamentar cita o fim de parceri. diariodonordeste.verdesmares.com.br. ‘Sarto é perseguido’, diz Gardel Rolim sobre crise entre Governo do Ceará e Prefeitura.",2024-05-18,Facebook,14,José Sarto,Against-José Sarto,14
869732798532381,100064870050781,"Vereadores haviam pedido o cancelamento da apresentação; Victor Chaves foi condenado por agressão à ex-esposa #show #victoreleo #saojoao #fortaleza #sarto #DiáriodoNordeste.  O prefeito José Sarto (PDT) anunciou, neste domingo (19), a substituição da dupla sertaneja Victor e Léo no São João de Fortaleza. A escolha dos artistas para o evento realizado pela Prefeitura de Fortaleza vinha sendo criticado d. diariodonordeste.verdesmares.com.br. Após críticas, Sarto cancela show de Victor e Léo no São João de Fortaleza.",2024-05-19,Facebook,28,José Sarto,Against-José Sarto,30
994036675422572,100044487461871,"Prefeitura cancela show da dupla Victor e Leo no São João de Fortaleza A dupla havia sido anunciada como uma das atrações das festividades juninas de 2024. No entanto, a escolha foi alvo de críticas porque Victor Chaves já foi condenado por agressão à mulher. Por Samuel Pinusa, g1 CE O prefeito José Sarto informou, neste domingo (19), que está cancelado o show da dupla sertaneja Victor e Leo no São João de Fortaleza 2024. A dupla havia sido anunciada como uma das atrações das festividades juninas deste ano. No entanto, a escolha foi alvo de críticas porque Victor Chaves já foi condenado por agressão à mulher. Determinei a substituição da dupla Victor e Leo em nosso São João. Mesmo que os cachês dos artistas sejam pagos por patrocinadores, trata-se de um evento público, e cabe à prefeitura essa decisão, publicou o prefeito. Ele disse que a programação completa atualizada será divulgada posteriormente. Vereadores de Fortaleza já haviam exigido que a prefeitura cancelasse o show do sertanejo Victor Chaves, condenado por agredir a mulher em 2019. Os parlamentares da capital cearense desaprovaram a contratação dele. Victor foi condenado em primeira instância na acusação de agressão contra a mulher dele, em Belo Horizonte. De acordo com o Tribunal de Justiça de Minas Gerais (TJMG), uma pena foi fixada no dia 29 de novembro de 2019, estabelecendo o cumprimento de 18 dias de prisão em regime aberto. O cantor recorreu da decisão. Nós da Comissão de Direitos Humanos da Câmara Municipal de Fortaleza acabamos de oficiar a Secretaria de Cultura de Fortaleza para exigir que a atração do Victor Chaves, prevista para o São João de 2024, seja cancelada, disse a vereadora Adriana Gerônimo (Psol), quando anunciou o pedido dos parlamentares. É inadmissível que nós, na quarta maior capital do Brasil, aceitemos que um agressor de mulheres seja pago com dinheiro público, complementou a parlamentar. Após o pedido dos vereadores, a Prefeitura de Fortaleza informou que todos os cachês dos artistas anunciados são pagos por patrocinadores. Disse ainda que divulgou as atrações confirmadas até o momento e segue montando a programação com artistas locais e quadrilhas juninas tradicionais de Fortaleza.    ",2024-05-19,Facebook,8,José Sarto,Against-José Sarto,9
836136615216552,100064606635957,"Sarto, prefeito de Fortaleza, anunciou neste domingo (19) que a dupla Victor & Léo não se apresentará no São João de Fortaleza, como havia sido divulgado. A dupla será substituída, e a nova programação vai ser divulgada em breve. O motivo para o cancelamento da atração foi que vereadores de Fortaleza criticaram a escolha da dupla para se apresentarem no São João de Fortaleza. Isso ocorreu porque Victor Chaves, integrante da dupla, foi condenado em 2020 por agredir a ex-esposa, Poliana Chaves. #chama #chamajangadeiro #tma #victoreleo #saojoaodefortaleza #sarto.    ",2024-05-19,Facebook,13,José Sarto,Against-José Sarto,13
764954069092071,100067324538256,"NOVA PROGRAMAÇÃO SERÁ ANUNCIADA O prefeito José Sarto anunciou, neste domingo (19), a substituição da dupla Victor & Leo no São João de Fortaleza. Os artistas se apresentariam no dia 30 de junho, no terceiro dia do evento. Uma nova programação deve ser anunciada em breve. Determinei a substituição da dupla Victor e Leo em nosso São João. Mesmo que os cachês dos artistas sejam pagos por patrocinadores, trata-se de um evento público, e cabe à Prefeitura essa decisão, informou Sarto em publicação nas redes sociais. A decisão acontece após vereadores solicitarem o cancelamento da apresentação por Victor Chaves, condenado por agredir a mulher em 2020. Ele faz dupla sertaneja com o irmão Leo Chaves. O São João de Fortaleza é evento gratuito e acontecerá nos dias 28, 29 e 30 de junho no Aterrinho da Praia de Iracema. (Foto: Daniel Calvet) #JornalJangadeiro #ChamaJangadeiro #SãoJoãoFortaleza #JJFeed #JJCultura. J Sarto anuncia substituição da dupla Victor & Leo em São João de Fortaleza.   ",2024-05-19,Facebook,57,José Sarto,Pro-José Sarto,59
76554364569978,100067324538256,"COMUNICADO NACIONAL DO PL O presidente nacional do Partido Liberal, Valdemar da Costa Neto, comunicou, em ofício circular interno, que os filiados ocupantes de cargos públicos estão proibidos de fizer campanha para membros de outros partidos, estando sujeitos a responder processo ético-disciplinar. Com a veiculação das gravações de apoiamento a pré-candidatos, temos constatado que diversas mensagens de apoio estão sendo gravadas em prol de candidatos de outras agremiações partidárias, o que acaba por gerar desinformação junto ao eleitorado local, além de prejudicar os pré-candidatos do Partido Liberal. Conforme prevê o Estatuto do Partido Liberal, estará sujeito à instauração de processo ético disciplinar, detentor de mandato eletivo que apoiar, clara ou veladamente, candidato de outro partido, em eleição que o Partido Liberal tenha candidatos, diz o ofício. O texto pede ainda que sejam priorizados apoios a campanhas de candidatos da legenda. Assim, estaremos trabalhando para o fortalecimento dos candidatos do Partido Liberal e o crescimento de nosso partido em todo território nacional, frisa. O documento foi enviado a todos os presidentes de diretórios estaduais do PL, que foram encarregados de compartilhá-lo. No Ceará, o PL tem André Fernandes como pré-candidato à Prefeitura de Fortaleza. Recentemente, ele criticou o potencial aliado, pré-candidato Capitão Wagner (União Brasil), alegando que Wagner não se alinha às ideologias de direita. André Fernandes disse, ainda, que não cogita formar aliança com o União Brasil no primeiro turno das eleições municipais. André Fernandes já havia assegurado que sua candidatura era inegociável, apoiada tanto pelo Partido Liberal nacional quanto pelo ex-presidente Jair Bolsonaro (PL). (Foto: Reprodução) #JornalJangadeiro #ChamaJangadeiro #PartidoLiberal #AndréFernandes #JJFeed #JJPolitíca. ‎'‎زا Bolsonaristas estao estão proibidos de apoiar candidatos de de outros partidos‎'‎.   ",2024-05-20,Facebook,54,André Fernandes,Pro-André Fernandes,54
842704901223886,100064531519275,"A vereadora Mariângela Bandeira (PDT) solicitou à organização da Expocrato 2024 a retirada do show de Victor & Leo da programação deste ano. O requerimento foi feito durante sessão plenária na Câmara Municipal do Crato, nesta segunda-feira (20). A autora pede a substituição da dupla por outro artista em virtude da condenação de Victor por violência doméstica. O cantor foi condenado pela Justiça de Minas Gerais por agressão à sua então mulher, Poliana Bragatini, em 2019. Não podemos tolerar que um agressor condenado possa vir ao Crato e ainda ser pago, com o dinheiro do povo do Crato, do povo do Cariri, para cantar na Expocrato sendo que ele é um condenado por agressão. […] O Crato já tem agressor demais, já tem mulher demais sendo violentada todos os dias, disse a vereadora. No requerimento, a pedetista cita, ainda, a decisão recente do prefeito de Fortaleza, Sarto Nogueira (PDT), que cancelou o show da dupla mineira para a festa de São João, que ocorrerá no Aterro da Praia de Iracema. A decisão foi tomada após críticas nas redes sociais. Parabenizo o prefeito Sarto, porque eles estariam também em um evento em Fortaleza, mas após pedidos de manifestantes, de pessoas que labutam em prol das mulheres, o prefeito Sarto cancelou o evento, substituindo por outros cantores. Que o nosso pedido seja atendido e não passe batido, completou Mariângela. Na Expocrato, Victor e Leo devem se apresentar na quinta-feira, dia 18 de julho. Na mesma noite, sobem ao palco outras seis atrações: Henry Freitas, Pedro Sampaio, Tarcisio do Acordeon, Gustavo Mioto, Raphael Alencar e Diego Facó. Site Miséria. Metropolitano M Cariri ဗ do Vereadora pede cancelamento show de Victor & Leo na Expocrato 2024: Crato já tem agressor demais' @caririmetropolitano.   ",2024-05-20,Facebook,54,José Sarto,Pro-José Sarto,54
1047148143740541,100053360947585,"A vereadora Mariângela Bandeira (PDT) solicitou à organização da Expocrato 2024 a retirada do show de Victor & Leo da programação deste ano. O requerimento foi feito durante sessão plenária na Câmara Municipal do Crato, nesta segunda-feira (20). A autora pede a substituição da dupla por outro artista em virtude da condenação de Victor por violência doméstica. O cantor foi condenado pela Justiça de Minas Gerais por agressão à sua então mulher, Poliana Bragatini, em 2019. Não podemos tolerar que um agressor condenado possa vir ao Crato e ainda ser pago, com o dinheiro do povo do Crato, do povo do Cariri, para cantar na Expocrato sendo que ele é um condenado por agressão. […] O Crato já tem agressor demais, já tem mulher demais sendo violentada todos os dias, disse a vereadora. No requerimento, a pedetista cita, ainda, a decisão recente do prefeito de Fortaleza, Sarto Nogueira (PDT), que cancelou o show da dupla mineira para a festa de São João, que ocorrerá no Aterro da Praia de Iracema. A decisão foi tomada após críticas nas redes sociais. Parabenizo o prefeito Sarto, porque eles estariam também em um evento em Fortaleza, mas após pedidos de manifestantes, de pessoas que labutam em prol das mulheres, o prefeito Sarto cancelou o evento, substituindo por outros cantores. Que o nosso pedido seja atendido e não passe batido, completou Mariângela. Na Expocrato, Victor e Leo devem se apresentar na quinta-feira, dia 18 de julho. Na mesma noite, sobem ao palco outras seis atrações: Henry Freitas, Pedro Sampaio, Tarcisio do Acordeon, Gustavo Mioto, Raphael Alencar e Diego Facó. Via Site Miséria 📸 Reprodução/ Instagram #Sistemakaririinfoco #Skif #Crajubar #Barbalha #Crato #Juazeirodonorte #JardimCe #Missaovelha #Brejosanto #Milagres #Mauriti #Abaiara #BarroCe #Jati #Penaforte #Porteiras #Penaforte #Cariri #Fortaleza #Ceara #noticias #expocrato #victoreleo. Victor&Leo co GRUPO CHAVES Victor&Leo Care GRUPO GRUO CHAVES &L Vi Vio KARIRI IN FOCO Vereadora pede cancelamento do &eo show de Victor & Leo na Expocrato 2024.   ",2024-05-20,Facebook,13,José Sarto,Pro-José Sarto,16
859273186236118,100064603335771,O prefeito havia reagido a crítica do ex-secretário da Saúde de Maracanaú sobre telemedicina em Fortaleza. #opovo #politica.  O prefeito havia reagido a crítica do ex-secretário da Saúde de Maracanaú sobre telemedicina em Fortaleza. opovo.com.br. Capitão Wagner diz que Sarto pegou ar após prefeito tê-lo acusado de mentir.,2024-05-20,Facebook,10,José Sarto,Against-José Sarto,11
99479229200976,100044369951882,"A capital viveu uma polêmica recente quando o prefeito José Sarto anunciou a contratação da dupla sertaneja Victor e Leo, mas cancelou o show depois de críticas. Victor Chaves foi condenado por agressão à ex-mulher em 2019 #g1ce.  A capital viveu uma polêmica recente quando o prefeito José Sarto anunciou a contratação da dupla sertaneja Victor e Leo, mas cancelou o show depois de críticas. Victor Chaves foi condenado por agressão à ex-mulher em 2019. g1.globo.com. Projeto de lei que proíbe contratação de artistas condenados por violência doméstica tramita em Fortaleza desde 2021.",2024-05-20,Facebook,8,José Sarto,Against-José Sarto,10
